"PÉRIODE DE RÉFÉRENCE";"GÉO";"DGUID";"Titre scolaire";"Domaine d'études";"Genre";"Groupe d'âge";"Statut de l’étudiant au Canada";"Caractéristiques après l’obtention du titre scolaire";"Statistiques des diplômés";"UNITÉ DE MESURE";"IDENTIFICATEUR D'UNITÉ DE MESURE";"FACTEUR SCALAIRE";"IDENTIFICATEUR SCALAIRE";"VECTEUR";"COORDONNÉES";"VALEUR";"STATUS";"SYMBOLE";"TERMINÉ";"DÉCIMALES"
"2011";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Éducation [1]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664028729";"1.4.2.3.1.1.4.2";"42000";"";"";"";"0"
"2012";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Éducation [1]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664028729";"1.4.2.3.1.1.4.2";"42500";"";"";"";"0"
"2013";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Éducation [1]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664028729";"1.4.2.3.1.1.4.2";"43200";"";"";"";"0"
"2014";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Éducation [1]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664028729";"1.4.2.3.1.1.4.2";"43300";"";"";"";"0"
"2015";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Éducation [1]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664028729";"1.4.2.3.1.1.4.2";"44200";"";"";"";"0"
"2016";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Éducation [1]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664028729";"1.4.2.3.1.1.4.2";"45000";"";"";"";"0"
"2017";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Éducation [1]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664028729";"1.4.2.3.1.1.4.2";"45700";"";"";"";"0"
"2018";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Éducation [1]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664028729";"1.4.2.3.1.1.4.2";"44800";"";"";"";"0"
"2010";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Arts visuels et d’interprétation, et technologie des communications [2]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664028917";"1.4.4.3.1.1.4.1";"1490";"";"";"";"0"
"2011";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Arts visuels et d’interprétation, et technologie des communications [2]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664028917";"1.4.4.3.1.1.4.1";"1600";"";"";"";"0"
"2012";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Arts visuels et d’interprétation, et technologie des communications [2]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664028917";"1.4.4.3.1.1.4.1";"1530";"";"";"";"0"
"2013";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Arts visuels et d’interprétation, et technologie des communications [2]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664028917";"1.4.4.3.1.1.4.1";"1760";"";"";"";"0"
"2014";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Arts visuels et d’interprétation, et technologie des communications [2]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664028917";"1.4.4.3.1.1.4.1";"3010";"";"";"";"0"
"2015";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Arts visuels et d’interprétation, et technologie des communications [2]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664028917";"1.4.4.3.1.1.4.1";"3210";"";"";"";"0"
"2016";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Arts visuels et d’interprétation, et technologie des communications [2]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664028917";"1.4.4.3.1.1.4.1";"3200";"";"";"";"0"
"2017";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Arts visuels et d’interprétation, et technologie des communications [2]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664028917";"1.4.4.3.1.1.4.1";"3110";"";"";"";"0"
"2018";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Arts visuels et d’interprétation, et technologie des communications [2]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664028917";"1.4.4.3.1.1.4.1";"2940";"";"";"";"0"
"2010";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Arts visuels et d’interprétation, et technologie des communications [2]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664028918";"1.4.4.3.1.1.4.2";"39400";"";"";"";"0"
"2011";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Arts visuels et d’interprétation, et technologie des communications [2]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664028918";"1.4.4.3.1.1.4.2";"38600";"";"";"";"0"
"2012";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Arts visuels et d’interprétation, et technologie des communications [2]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664028918";"1.4.4.3.1.1.4.2";"38800";"";"";"";"0"
"2013";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Arts visuels et d’interprétation, et technologie des communications [2]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664028918";"1.4.4.3.1.1.4.2";"40500";"";"";"";"0"
"2014";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Arts visuels et d’interprétation, et technologie des communications [2]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664028918";"1.4.4.3.1.1.4.2";"39500";"";"";"";"0"
"2015";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Arts visuels et d’interprétation, et technologie des communications [2]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664028918";"1.4.4.3.1.1.4.2";"36600";"";"";"";"0"
"2016";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Arts visuels et d’interprétation, et technologie des communications [2]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664028918";"1.4.4.3.1.1.4.2";"40800";"";"";"";"0"
"2017";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Arts visuels et d’interprétation, et technologie des communications [2]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664028918";"1.4.4.3.1.1.4.2";"42400";"";"";"";"0"
"2018";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Arts visuels et d’interprétation, et technologie des communications [2]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664028918";"1.4.4.3.1.1.4.2";"41400";"";"";"";"0"
"2010";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029106";"1.4.7.3.1.1.4.1";"200";"";"";"";"0"
"2011";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029106";"1.4.7.3.1.1.4.1";"180";"";"";"";"0"
"2012";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029106";"1.4.7.3.1.1.4.1";"240";"";"";"";"0"
"2013";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029106";"1.4.7.3.1.1.4.1";"260";"";"";"";"0"
"2014";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029106";"1.4.7.3.1.1.4.1";"760";"";"";"";"0"
"2015";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029106";"1.4.7.3.1.1.4.1";"770";"";"";"";"0"
"2016";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029106";"1.4.7.3.1.1.4.1";"630";"";"";"";"0"
"2017";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029106";"1.4.7.3.1.1.4.1";"750";"";"";"";"0"
"2018";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029106";"1.4.7.3.1.1.4.1";"750";"";"";"";"0"
"2010";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664029107";"1.4.7.3.1.1.4.2";"39900";"";"";"";"0"
"2011";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664029107";"1.4.7.3.1.1.4.2";"44100";"";"";"";"0"
"2012";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664029107";"1.4.7.3.1.1.4.2";"43800";"";"";"";"0"
"2013";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664029107";"1.4.7.3.1.1.4.2";"38400";"";"";"";"0"
"2014";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664029107";"1.4.7.3.1.1.4.2";"43200";"";"";"";"0"
"2015";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664029107";"1.4.7.3.1.1.4.2";"39200";"";"";"";"0"
"2016";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664029107";"1.4.7.3.1.1.4.2";"43000";"";"";"";"0"
"2017";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664029107";"1.4.7.3.1.1.4.2";"42200";"";"";"";"0"
"2018";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences humaines [3]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Revenu d'emploi médian";"Dollars constants de 2023";"449";"unités";"0";"v1664029107";"1.4.7.3.1.1.4.2";"42400";"";"";"";"0"
"2010";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences sociales et de comportements, et droit [4]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029295";"1.4.16.3.1.1.4.1";"2030";"";"";"";"0"
"2011";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences sociales et de comportements, et droit [4]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029295";"1.4.16.3.1.1.4.1";"2370";"";"";"";"0"
"2012";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences sociales et de comportements, et droit [4]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029295";"1.4.16.3.1.1.4.1";"2400";"";"";"";"0"
"2013";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences sociales et de comportements, et droit [4]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029295";"1.4.16.3.1.1.4.1";"2470";"";"";"";"0"
"2014";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences sociales et de comportements, et droit [4]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029295";"1.4.16.3.1.1.4.1";"8850";"";"";"";"0"
"2015";"Canada";"2021A11124";"Diplôme de formation technique ou professionnelle";"Sciences sociales et de comportements, et droit [4]";"Femme";"15 à 64 ans";"Étudiants canadiens et internationaux";"Diplômés déclarant un revenu d'emploi";"Nombre de diplômés";"Nombre";"223";"unités";"0";"v1664029295";"1.4.16.3.1.1.4.1";"9520";"";"";"";"0"
